# GGQ rule 14: bm in [2^-70, 2^-65]
# 124 nodes on [0, 1]
# Columns: x_i  w_i
 2.56715654940124873E-13   6.57568922835200361E-13
 1.33629336269723540E-12   1.48611181945234284E-12
 3.17267993517518034E-12   2.14695125924561800E-12
 5.53597833543569551E-12   2.52841769491109332E-12
 8.12669564185545611E-12   2.60387161801777089E-12
 1.06676190027328940E-11   2.46351330862210798E-12
 1.31018190057622729E-11   2.45650826970346259E-12
 1.56540549785888180E-11   2.65383752591029299E-12
 1.83841602188574396E-11   2.78927738381517867E-12
 2.12085943314852502E-11   2.85327687566346060E-12
 2.40866791433254716E-11   2.90407302041953531E-12
 2.70230692908285367E-11   2.97332251621002575E-12
 3.00444216888505718E-11   3.07564718653401634E-12
 3.31878746269324885E-11   3.21839051721454162E-12
 3.64959132330045868E-11   3.40516947952339742E-12
 4.00131743467329901E-11   3.63676060777405493E-12
 4.37839714539520619E-11   3.91194695110422186E-12
 4.78510167056673346E-11   4.22901022220721621E-12
 5.22556389689477871E-11   4.58706251208664787E-12
 5.70389485040259153E-11   4.98657990945450586E-12
 6.22432180743014528E-11   5.42940217785538538E-12
 6.79132736352517792E-11   5.91885752237320907E-12
 7.40982873123392840E-11   6.46049839461235827E-12
 8.08547165154500175E-11   7.06368687219323883E-12
 8.82513337843804066E-11   7.74423960636447980E-12
 9.63776547638112337E-11   8.52877829489524323E-12
 1.05358614316125101E-10   9.46387372287960153E-12
 1.15386368433984753E-10   1.06470333970740506E-11
 1.26837708855736070E-10   1.24307902985729486E-11
 1.43553696394679638E-10   9.21742644891231110E-11
 1.46007087764743392E-10  -1.84361910834692344E-10
 1.48034873839945296E-10   1.19540788888798044E-10
 1.76233630683189235E-10   1.40525600093779299E-10
 1.80308995925374955E-10  -2.43089248984095550E-10
 1.87587621947154331E-10   2.60382825091885503E-10
 1.96595270636730595E-10  -2.57051679108658807E-10
 2.06505261286044139E-10   3.03646595049898751E-10
 2.17426575750610920E-10  -3.02125912197541264E-10
 2.29823521169335476E-10   3.43952912563463348E-10
 2.43905243869420243E-10  -3.45992548993304545E-10
 2.59678494189809928E-10   4.30796352173430735E-10
 2.76942654914335486E-10  -4.53990780747267791E-10
 2.96494769247210974E-10   5.25386849939237599E-10
 3.20017373659720740E-10  -5.03692540360306938E-10
 3.47748420941893975E-10   6.03319542930129700E-10
 3.80632502825299363E-10  -5.79719007014038746E-10
 4.22326249747725498E-10   7.23611633146586953E-10
 4.75585356441003114E-10  -7.55191367476139144E-10
