# GGQ rule 02: bm in [2^-10, 2^-5]
# 76 nodes on [0, 1]
# Columns: x_i  w_i
 1.08900513721413517E-04   2.79101284218083770E-04
 5.70536611747039487E-04   6.42336402452894765E-04
 1.38792562527547065E-03   9.88787810729439614E-04
 2.53932233177074510E-03   1.30891241255577033E-03
 3.99430945281801890E-03   1.59476959490813903E-03
 5.71533523003945037E-03   1.84012867104285855E-03
 7.65976711028796588E-03   2.04119915685123821E-03
 9.78275745614032820E-03   2.19747250447754981E-03
 1.20408497222762728E-02   2.31228625992630030E-03
 1.43958310021320389E-02   2.39269732988193389E-03
 1.68180332251219172E-02   2.44851531816945396E-03
 1.92883406641784876E-02   2.49075500219052975E-03
 2.17985713275326183E-02   2.53002213846662948E-03
 2.43504120673770086E-02   2.57529335069591782E-03
 2.69534275880057642E-02   2.63329447287988976E-03
 2.96227365149204329E-02   2.70843490616421529E-03
 3.23768324983245634E-02   2.80313157948109109E-03
 3.52358445401033046E-02   2.91833285094268095E-03
 3.82203501590225245E-02   3.05407606290399340E-03
 4.13507124650557001E-02   3.20996434793027752E-03
 4.46468316432566265E-02   3.38551606930260303E-03
 4.81281817403708123E-02   3.58038772128697804E-03
 5.18140102330449381E-02   3.79447670600500204E-03
 5.57235804415541838E-02   4.02790569895895151E-03
 5.98763503943968434E-02   4.28092130753189148E-03
 6.42920414758436087E-02   4.55379195594607118E-03
 6.89906437674758233E-02   4.84679422729315541E-03
 7.39924644091392303E-02   5.16030846111368256E-03
 7.93183047205548303E-02   5.49496785086221219E-03
 8.49897829123286569E-02   5.85179168625839415E-03
 9.10297695321286016E-02   6.23227823330686336E-03
 9.74629039626202370E-02   6.63847988225610766E-03
 1.04316191335927538E-01   7.07309283230587137E-03
 1.11619700981699294E-01   7.53956887202307611E-03
 1.19407378889052382E-01   8.04222591858227455E-03
 1.27717954926138244E-01   8.58632116898284947E-03
 1.36595892113246103E-01   9.17805853709051725E-03
 1.46092303618151648E-01   9.82451471036829144E-03
 1.56265750381199719E-01   1.05334723596355716E-02
 1.67182820571592505E-01   1.13131489396117845E-02
 1.78918383245271956E-01   1.21718165879671752E-02
 1.91555409852210257E-01   1.31173192484860101E-02
 2.05184262115833349E-01   1.41564857479048057E-02
 2.19901326774275235E-01   1.52943998113425281E-02
 2.35806816472140635E-01   1.65334481275073893E-02
 2.53001480880575558E-01   1.78720913947333603E-02
 2.71581976310734274E-01   1.93034413331340318E-02
 2.91634831308030085E-01   2.08139431278898043E-02
 3.13229335918393192E-01   2.23826200912950121E-02
 3.36410134674220818E-01   2.39812862044364271E-02
 3.61190582679102978E-01   2.55758485873175644E-02
 3.87547859411462969E-01   2.71284520358713727E-02
 4.15420445557064311E-01   2.85999690701650433E-02
 4.44708043439672296E-01   2.99523216596345419E-02
 4.75273581898867703E-01   3.11502902205799750E-02
 5.06946716407503439E-01   3.21626929577205622E-02
 5.39528213685037894E-01   3.29629954545406639E-02
 5.72794720545209413E-01   3.35294965715224602E-02
 6.06503572946101244E-01   3.38452472450853012E-02
 6.40397444644030478E-01   3.38978284944481331E-02
 6.74208740432316489E-01   3.36790733751322485E-02
 7.07663704662470194E-01   3.31847811352793537E-02
 7.40486250131604296E-01   3.24144459271077448E-02
 7.72401526129643967E-01   3.13710066326355827E-02
 8.03139246349421687E-01   3.00606160741762052E-02
 8.32436793583124279E-01   2.84924243816569861E-02
 8.60042112346912080E-01   2.66783704990290159E-02
 8.85716394764062942E-01   2.46329763682996590E-02
 9.09236560105395331E-01   2.23731394383891100E-02
 9.30397524658970965E-01   1.99179204052723109E-02
 9.49014256148268065E-01   1.72883243820277817E-02
 9.64923605855419697E-01   1.45070752849553973E-02
 9.77985912839438698E-01   1.15983867996814378E-02
 9.88086384055760214E-01   8.58775030297540681E-03
 9.95136321447344208E-01   5.50190877249611635E-03
 9.99075216197932714E-01   2.37227165371245051E-03
