# GGQ rule 18: bm in [2^-90, 2^-85]
# 109 nodes on [0, 1]
# Columns: x_i  w_i
 4.72722030605815344E-16   1.18933411303016362E-15
 2.30296059226992492E-15   2.37471811415335425E-15
 5.02572521437466976E-15   2.98346028830216121E-15
 8.13248393324542745E-15   3.18011642868911152E-15
 1.13170488710486949E-14   3.16698903104368269E-15
 1.44391109275753227E-14   3.06976339049525022E-15
 1.74503901792313370E-14   2.95327763227895069E-15
 2.03534229929943996E-14   2.86038879295019399E-15
 2.31946320699296912E-14   2.83754631709980534E-15
 2.60630151077484172E-14   2.91618192803992484E-15
 2.90556427141615900E-14   3.08024002600850555E-15
 3.22407371314837920E-14   3.29685283175184333E-15
 3.56618873609472616E-14   3.55155429055819434E-15
 3.93564812668316189E-14   3.84426577557295719E-15
 4.33644457596421589E-14   4.17908662948556610E-15
 4.77304700822902016E-14   4.56144417399823526E-15
 5.25059302406904954E-14   4.99985939252561793E-15
 5.77545729229813486E-14   5.51229154504470869E-15
 6.35711029761232355E-14   6.15046264098788782E-15
 7.01698517599634921E-14   7.16952301376231594E-15
 8.20794361278186556E-14   4.78363249420955892E-12
 8.25455745506085675E-14  -1.22892045193610007E-11
 8.32973592350954416E-14   1.52830235626305537E-11
 8.40429244641267220E-14  -1.27439294661952314E-11
 8.45203230404289457E-14   4.98645268796496190E-12
 9.89611161737574720E-14   1.02269035641010748E-14
 1.09402280572637967E-13   1.07991987484539252E-14
 1.20719263639253677E-13   1.18914022362804217E-14
 1.33292987769057345E-13   1.33128482691449794E-14
 1.47475468481852020E-13   1.51290575310266538E-14
 1.63738919588154967E-13   1.75128539542321014E-14
 1.82789059545881594E-13   2.07670725288545814E-14
 2.05731709829679736E-13   2.54102583414901140E-14
 2.34376969882525747E-13   3.23842870310460513E-14
 2.71884401845853349E-13   4.35817491387850844E-14
 3.24330597726640737E-13   6.33676051296981182E-14
 4.05519917849061046E-13   1.05062964631369602E-13
 6.23892848972820514E-13   1.96375836434186785E-11
 6.34927502970337192E-13  -4.02216167260774090E-11
 6.46398819684927124E-13   2.10870594218068466E-11
 1.97813291933011336E-12   8.26294454277954913E-11
 2.10414344413426712E-12  -1.61844060840820767E-10
 2.27899949574114510E-12   8.48870701799773039E-11
 1.74792443041685657E-10   2.74772403267691328E-09
 3.29670785919933197E-04   1.01812356077860271E-03
 2.34508995374180110E-03   2.75768741275843375E-03
 5.27471530385063749E-03   3.31414977600330953E-03
 8.79841663728353138E-03   2.49181725121360624E-03
 1.18506726242380254E-02   5.56811275408035378E-03
 1.83489465298420189E-02   5.29743128059982377E-03
 2.37013452415493139E-02   7.99873703729862828E-03
 3.45198428662005091E-02   1.19336242963905426E-02
 4.21977215202502878E-02   4.26079882358129224E-03
 5.15522784796559885E-02   1.44809415319945151E-02
 6.66882689074778934E-02   1.42615293259114768E-02
 7.67753021795096607E-02   7.65409509684591115E-03
 8.84971506417311371E-02   1.48848438723978294E-02
 1.01070403818104004E-01   1.06383093623875283E-02
 1.15658422252411144E-01   1.92531767652696396E-02
 1.35609572683984575E-01   1.79019429238277406E-02
 1.50085731894448765E-01   1.46963196262198080E-02
 1.68790886080433022E-01   1.97441302149737249E-02
 1.85389238125368699E-01   1.60152817599091661E-02
 2.06209113917446757E-01   2.40500956261971953E-02
 2.24914268108183713E-01   1.18288247736508499E-02
 2.41623462177005810E-01   2.49352711642607007E-02
 2.68683155499066850E-01   2.62968139289809985E-02
 2.89807945185129479E-01   1.69498465843735402E-02
 3.10389238125690969E-01   2.46389314024125852E-02
 3.31209113917791953E-01   1.63299430689373068E-02
 3.53208427889733889E-01   2.99667419972496178E-02
 3.85609572683962454E-01   3.10493577636487966E-02
 4.07170380101533558E-01   1.55337489989465245E-02
 4.31177345292418579E-01   3.04819434148002159E-02
 4.52140807638732267E-01   1.25894599223380348E-02
 4.74914268105335435E-01   3.31525264057051516E-02
 5.06390455529058481E-01   2.51510490287604263E-02
 5.25085731891370089E-01   1.86746567420712807E-02
 5.47859192363296943E-01   2.38428729484343425E-02
 5.73005698715277068E-01   2.71587213742226878E-02
 5.96449395642454361E-01   1.71212208528374425E-02
 6.16623462177576465E-01   2.76916524210474024E-02
 6.46791572112949464E-01   2.86639544826554314E-02
 6.68790886080034341E-01   1.72470449449535039E-02
 6.89610761877595624E-01   2.39425719503354242E-02
 7.10192054812613272E-01   1.74657218704897393E-02
 7.31316844502762353E-01   2.59346988671382700E-02
 7.58376537820039998E-01   2.53544539603142542E-02
 7.75085731894297081E-01   1.12894080639155871E-02
 7.93790886079290159E-01   2.45563723569934070E-02
 8.14610761876967571E-01   1.54556496745278278E-02
 8.31209113917014464E-01   2.03601053263233051E-02
 8.49914268108272530E-01   1.40480990591200731E-02
 8.64390427314991605E-01   1.83822600511127331E-02
 8.83376537821988772E-01   1.63822249028099179E-02
 8.96791572110758772E-01   1.31914291427092049E-02
 9.10928542921406015E-01   1.31081006425233099E-02
 9.22859192360673153E-01   1.22230417294386991E-02
 9.35389238125048927E-01   1.21804601001775856E-02
 9.48005698715521428E-01   1.33853743655141955E-02
 9.60192054814220097E-01   9.22747479371747135E-03
 9.67829619897806137E-01   8.84956077457252875E-03
 9.78208427888006882E-01   9.94282332631866474E-03
 9.84225334975192490E-01   3.07603740101222538E-03
 9.89390427318362353E-01   6.57587595874088455E-03
 9.93609544469855277E-01   2.35910711192048031E-03
 9.96805772717641481E-01   3.60706250376942577E-03
 9.98920854361066479E-01   9.89446875020178222E-04
 9.99916440135725781E-01   5.86905918195834448E-04
