# GGQ rule 12: bm in [2^-60, 2^-55]
# 106 nodes on [0, 1]
# Columns: x_i  w_i
 3.91003088585515434E-11   4.37135774885857806E-08
 4.21993367326223186E-11  -1.29556614381028086E-07
 4.64358591890750936E-11   1.55403479050562410E-07
 5.21185304704317359E-11  -1.25786998712566367E-07
 5.51175296587689028E-11   5.63656862109860430E-08
 2.25259555525013410E-10   2.58615638352299268E-08
 2.27676656138922106E-10  -5.22100719082999869E-08
 2.30037679700466003E-10   2.65273954629057987E-08
 3.71715862012936471E-10   1.06213611670702104E-10
 4.75413751803219895E-10   1.01912133605164493E-10
 5.76163345256443480E-10   9.97788771552594177E-11
 6.75352993216186615E-10   9.88048191834008121E-11
 7.74211538074013126E-10   9.91425192742563266E-11
 8.74107337128496408E-10   1.00884247769633096E-10
 9.76442363863807334E-10   1.04010849763903380E-10
 1.08256309548279231E-09   1.08439205506655766E-10
 1.19372246170320406E-09   1.14074037287613643E-10
 1.31109494910195544E-09   1.20863755942916479E-10
 1.43585071044654107E-09   1.28860546764584185E-10
 1.56927960232875502E-09   1.38251109285393960E-10
 1.71290769169314305E-09   1.49304616641522244E-10
 1.86852344130081730E-09   1.62258412000788230E-10
 2.03810772608171960E-09   1.77260464202784671E-10
 2.22376271642328788E-09   1.94418796622487030E-10
 2.42770947540880871E-09   2.13871680345489064E-10
 2.65233695112208397E-09   2.35820151429028453E-10
 2.90027837261568139E-09   2.60559715743291160E-10
 3.17453665832449737E-09   2.88548766095236070E-10
 3.47869472291364697E-09   3.20506638070922826E-10
 3.81723132481449241E-09   3.57525192693084679E-10
 4.19595499516038349E-09   4.01195010389413235E-10
 4.62257712646301438E-09   4.53760493456564135E-10
 5.10746354877514440E-09   5.18327061114589833E-10
 5.66464350877888632E-09   5.99190586609262404E-10
 6.31332254052547767E-09   7.02619176382915129E-10
 7.08088261793300401E-09   8.39422858767133520E-10
 8.01071158153440096E-09   1.03278890157530444E-09
 9.18196912616283026E-09   1.33429360873660704E-09
 1.07481878419618186E-08   1.84526050526289451E-09
 1.30055938340071969E-08   2.76295589518941749E-09
 1.65536381028589506E-08   4.54148031094336129E-09
 2.27671987687388612E-08   8.43301485074577520E-09
 3.54281110329073858E-08   1.87025943409716191E-08
 6.82871825359555906E-08   5.58506637008481003E-08
 2.06565264238647908E-07   3.14382311161008157E-07
 3.18080356704722042E-06   1.61464351458410055E-05
 3.84677264451694474E-04   1.06102225710691519E-03
 2.35135853811215033E-03   2.65903833866518169E-03
 5.24318058330191811E-03   3.27780581576431933E-03
 8.70886000009693691E-03   2.79401478601166292E-03
 1.20619821998466815E-02   5.39016719213483275E-03
 1.83611701876574829E-02   5.59862347320123303E-03
 2.42795824031160831E-02   8.28167907640408804E-03
 3.55822305829791297E-02   1.35486853902857269E-02
 5.04320932330623584E-02   1.58277844348339268E-02
 6.62381243219564986E-02   1.46481616995947205E-02
 7.66223418940608914E-02   7.87956427188357851E-03
 8.84755873494076639E-02   1.48909278763495363E-02
 1.01016226883434215E-01   1.07091261979625537E-02
 1.15680868475970616E-01   1.92047342084260761E-02
 1.35555723880991880E-01   1.79281174135077354E-02
 1.50124433505117644E-01   1.46625453900098065E-02
 1.68728410028881642E-01   1.97760293845727943E-02
 1.85422471306781023E-01   1.59775555261727001E-02
 2.06146664369830479E-01   2.40760667329128625E-02
 2.24962993934727767E-01   1.18102424328559736E-02
 2.41603305053697148E-01   2.50058966735102160E-02
 2.68739855888911860E-01   2.62651989306505219E-02
 2.89767137030806032E-01   1.69730460073344684E-02
 3.10441139606119632E-01   2.46018968345544480E-02
 3.31173284240930788E-01   1.63562731640594650E-02
 3.53207356759476121E-01   2.98935484502972602E-02
 3.85534099702809718E-01   3.10692979355949722E-02
 4.07205762771582491E-01   1.55130330317330423E-02
 4.31088276247632518E-01   3.05000811834836884E-02
 4.52187021926697796E-01   1.25683121115146689E-02
 4.74863424107959120E-01   3.32260319407363044E-02
 5.06473168112705263E-01   2.51455877954439300E-02
 5.25008716097297712E-01   1.87015114990892808E-02
 5.47928798011331875E-01   2.37724057663674035E-02
 5.72942179814772246E-01   2.72103487612820362E-02
 5.96534304215535660E-01   1.70945481077802788E-02
 6.16645090951351449E-01   2.78230758163302977E-02
 6.46950921847313398E-01   2.86011873981508805E-02
 6.68757746697227762E-01   1.73629581676386646E-02
 6.89922356240387447E-01   2.40038587709417439E-02
 7.10545940828323674E-01   1.80721574231478728E-02
 7.32645994755585339E-01   2.68920868998740251E-02
 7.61617216786467321E-01   2.99507186549469277E-02
 7.90938231404022640E-01   2.76312754337990248E-02
 8.13409991728985982E-01   1.66555065274568981E-02
 8.30759150636108612E-01   2.06714210374251972E-02
 8.49781278760160519E-01   1.42507342595668413E-02
 8.64242014751630316E-01   1.83960682903746911E-02
 8.83378778994023395E-01   1.64604128072584691E-02
 8.96709453974971371E-01   1.31849700617993129E-02
 9.10986348345583230E-01   1.31268925738998506E-02
 9.22807554689267562E-01   1.22320673514644956E-02
 9.35447355868698760E-01   1.22025127251484799E-02
 9.48035213288979994E-01   1.34251597665342604E-02
 9.60343386138910682E-01   9.41291157862264409E-03
 9.68265245125724427E-01   9.22385646449481143E-03
 9.79314013456278443E-01   1.13410714139521134E-02
 9.89406561762828485E-01   8.57314357783070351E-03
 9.96209194032547041E-01   4.98588194039289827E-03
 9.99432748612091415E-01   1.60459813250918640E-03
