# GGQ rule 08: bm in [2^-40, 2^-35]
# 80 nodes on [0, 1]
# Columns: x_i  w_i
 4.45251838176019409E-09   1.17051758623343021E-08
 2.51637005367619694E-08   3.01578732429935432E-08
 6.48541989731176758E-08   4.89259670036591131E-08
 1.22011277269505388E-07   6.47540612188427360E-08
 1.92985543840059525E-07   7.64890392422837691E-08
 2.73629654494328598E-07   8.41665833359339398E-08
 3.60196402906670559E-07   8.84881391969387263E-08
 4.49831239164894862E-07   9.04870465333862452E-08
 5.40759839529410499E-07   9.12483620237584408E-08
 6.32228577640726284E-07   9.17027611696246381E-08
 7.24292626723925846E-07   9.25304716711015670E-08
 8.17560062876805503E-07   9.41633224253891552E-08
 9.12968441659860224E-07   9.68394743641455620E-08
 1.01162432861369605E-06   1.00669215294196352E-07
 1.11470420313618087E-06   1.05689847995449521E-07
 1.22340195417540030E-06   1.11903959204341316E-07
 1.33890731383439581E-06   1.19303851738267600E-07
 1.46240404259133828E-06   1.27887477335801337E-07
 1.59508151554358101E-06   1.37669660588207576E-07
 1.73815547033353656E-06   1.48689028237999302E-07
 1.89289305941352682E-06   1.61009633824330561E-07
 2.06063743113973688E-06   1.74719083644651287E-07
 2.24283102168020316E-06   1.89928951405569897E-07
 2.44104282498370587E-06   2.06782897882173224E-07
 2.65700827905418660E-06   2.25473670097554338E-07
 2.89269030320605340E-06   2.46268486298138188E-07
 3.15037086505433041E-06   2.69545544814896634E-07
 3.43278721442566071E-06   2.95848071336434799E-07
 3.74333398068326149E-06   3.25963190482887362E-07
 4.08635969832421338E-06   3.61033432379936582E-07
 4.46759618418955320E-06   4.02713978249331839E-07
 4.89477852663578245E-06   4.53402962828683958E-07
 5.37855299889805442E-06   5.16599432405286853E-07
 5.93384867617767428E-06   5.97498155978815155E-07
 6.58204960963102822E-06   7.04049102720460370E-07
 7.35463794903070005E-06   8.48945185795770664E-07
 8.29963481760145491E-06   1.05343018629096129E-06
 9.49343050118482092E-06   1.35467676020726568E-06
 1.10632315916667769E-05   1.82059261353713385E-06
 1.32316147389865871E-05   2.58170379281776752E-06
 1.64112577100115095E-05   3.90669235326984088E-06
 2.14263847739478054E-05   6.40290593119654018E-06
 3.00981921891876386E-05   1.16280767044024794E-05
 4.70610093354897538E-05   2.43205791548150152E-05
 8.67271110670491785E-05   6.26481626904297457E-05
 2.08344326458824311E-04   2.19883906777898030E-04
 7.31521582587849983E-04   1.04163707204214329E-03
 2.96894809528789856E-03   3.78477239228511416E-03
 8.72628082731264666E-03   7.81776214851042685E-03
 1.86668207587024904E-02   1.20652480337509679E-02
 3.28371769852085146E-02   1.62581446542121311E-02
 5.11388871088272953E-02   2.03191355467502305E-02
 7.34163029419573621E-02   2.42029104278530978E-02
 9.94731584750615794E-02   2.78721501387576252E-02
 1.29077847677275342E-01   3.12932156052585300E-02
 1.61966567955782736E-01   3.44353077750109496E-02
 1.97846098561636458E-01   3.72704027948361286E-02
 2.36396635389296506E-01   3.97733863939571525E-02
 2.77274790026943108E-01   4.19222351286953759E-02
 3.20116771591290372E-01   4.36981961675858843E-02
 3.64541739466022086E-01   4.50859474136826519E-02
 4.10155302707109426E-01   4.60737297634006560E-02
 4.56553135841719415E-01   4.66534470675284627E-02
 5.03324677266870912E-01   4.68207309849393988E-02
 5.50056874101807369E-01   4.65749687586689207E-02
 5.96337935668205699E-01   4.59192925006974978E-02
 6.41761056603886160E-01   4.48605290625252104E-02
 6.85928069955146325E-01   4.34091101087644357E-02
 7.28452990530360833E-01   4.15789426781265556E-02
 7.68965409490808161E-01   3.93872413689459674E-02
 8.07113702810609013E-01   3.68543243629565337E-02
 8.42568019086168629E-01   3.40033768069601325E-02
 8.75023016429082645E-01   3.08601865643881000E-02
 9.04200323977127796E-01   2.74528589309885745E-02
 9.29850710939805536E-01   2.38115184794082980E-02
 9.51755955083598337E-01   1.99680079329382747E-02
 9.69730414016307329E-01   1.59555978997320720E-02
 9.83622323951779620E-01   1.18087428681004462E-02
 9.93314949168249028E-01   7.56312038785256473E-03
 9.98729012631201063E-01   3.26042779982680568E-03
