# GGQ rule 03: bm in [2^-15, 2^-10]
# 78 nodes on [0, 1]
# Columns: x_i  w_i
 2.73107548330323942E-05   6.99498201250119329E-05
 1.42684444751509483E-04   1.60074731027190698E-04
 3.45293394990591276E-04   2.43738476538162897E-04
 6.26768501777342319E-04   3.17246372944227670E-04
 9.75414478614319695E-04   3.77681791817138812E-04
 1.37720388866017390E-03   4.23391725758470207E-04
 1.81729269043064091E-03   4.54448467695409998E-04
 2.28182938167066944E-03   4.72740561091762222E-04
 2.75962490211349373E-03   4.81613544213065927E-04
 3.24330723105480676E-03   4.85244807238147222E-04
 3.72982453984721258E-03   4.87989625268076227E-04
 4.22028395432962836E-03   4.93681614583913321E-04
 4.71903087749568975E-03   5.04841923548850365E-04
 5.23207936637885580E-03   5.22295472821966787E-04
 5.76559842181359472E-03   5.45669674776939656E-04
 6.32515282566103402E-03   5.74252630038950621E-04
 6.91564661693303689E-03   6.07471616181250607E-04
 7.54151788667191229E-03   6.44961111761973909E-04
 8.20692163975207493E-03   6.86513776481387683E-04
 8.91587899870374158E-03   7.32074018721852828E-04
 9.67245424994061555E-03   7.81798366863288552E-04
 1.04810138444688603E-02   8.36149225414065242E-04
 1.13465603880497645E-02   8.95930627034206210E-04
 1.22750204709857289E-02   9.62143654947324287E-04
 1.32732867231921577E-02   1.03565846111857069E-03
 1.43489274999484880E-02   1.11692900188892523E-03
 1.55097502841841321E-02   1.20601380628455423E-03
 1.67635543889991280E-02   1.30290909037622765E-03
 1.81182841672837928E-02   1.40797501766594499E-03
 1.95825663325407476E-02   1.52225475855133157E-03
 2.11664787919105708E-02   1.64761816247027486E-03
 2.28823963456692148E-02   1.78679368786725389E-03
 2.47458890905920062E-02   1.94348317970122740E-03
 2.67768788138347258E-02   2.12279344077362722E-03
 2.90014091504228917E-02   2.33200176070043255E-03
 3.14541973642558231E-02   2.58125710560828860E-03
 3.41816200918587595E-02   2.88368741383530306E-03
 3.72445134934041855E-02   3.25502627385380406E-03
 4.07207434816177771E-02   3.71370370228393159E-03
 4.47083897551894052E-02   4.28196302910476521E-03
 4.93302412516093483E-02   4.98710692772099794E-03
 5.47388887598969365E-02   5.86117445354146244E-03
 6.11201928021613272E-02   6.93792844280059946E-03
 6.86924193793112398E-02   8.24735664361358513E-03
 7.76992147997328797E-02   9.80917710578831786E-03
 8.83964646674930965E-02   1.16274482828329778E-02
 1.01035060583594863E-01   1.36879715514128895E-02
 1.15842738184551791E-01   1.59590082748575536E-02
 1.33008049680991891E-01   1.83946481027913444E-02
 1.52668505155965029E-01   2.09395514047845607E-02
 1.74903610178393426E-01   2.35338185623660337E-02
 1.99732461384034388E-01   2.61171350461226470E-02
 2.27114947986634175E-01   2.86318097911253157E-02
 2.56955421948511120E-01   3.10246948934548364E-02
 2.89107807928617844E-01   3.32481888806161335E-02
 3.23381372443166670E-01   3.52605977943951654E-02
 3.59546640753171276E-01   3.70261071062378405E-02
 3.97341173414209436E-01   3.85145550597828790E-02
 4.36475070810861565E-01   3.97011308072699950E-02
 4.76636168773489466E-01   4.05660663182624490E-02
 5.17494937338962679E-01   4.10943537876648085E-02
 5.58709114168081555E-01   4.12754978471622236E-02
 5.99928106809235140E-01   4.11033000374466939E-02
 6.40797192440829111E-01   4.05756678044771613E-02
 6.80961535054549594E-01   3.96944388618804059E-02
 7.20070031026531665E-01   3.84652122569336327E-02
 7.57778985983630693E-01   3.68971788001173431E-02
 7.93755619308733396E-01   3.50029450812051057E-02
 8.27681387621360121E-01   3.27983468126072306E-02
 8.59255115003983660E-01   3.03022485965007311E-02
 8.88195915440585626E-01   2.75363283815089378E-02
 9.14245891718125314E-01   2.45248458924988873E-02
 9.37172594812663351E-01   2.12943953071037806E-02
 9.56771228683808705E-01   1.78736438585551938E-02
 9.72866588627786633E-01   1.42930619977641692E-02
 9.85314734246503066E-01   1.05846713606319968E-02
 9.94004481996041189E-01   6.78201977435956543E-03
 9.98859973070501228E-01   2.92439656282744275E-03
