# GGQ rule 09: bm in [2^-45, 2^-40]
# 78 nodes on [0, 1]
# Columns: x_i  w_i
0.65784896055353601092337276971481642E-01  0.24173105547446498757652738000508239E-01
0.92011796861209043145931643641960342E-01  0.28238610965442950674677292814876912E-01
0.12217150832567814133670769882695928E+00  0.32032379993750914134778127869691709E-01
0.15597372805604254175979101876487249E+00  0.35517763634987930559964705134666220E-01
0.19309299853762391961041500202921775E+00  0.38661146784077395113491766544184540E-01
0.23317188276328862373453212512882552E+00  0.41432233348995327844067791795602022E-01
0.27582442376481661164590156399617866E+00  0.43804323904245882564013534533976817E-01
0.32063986953666421566892808862927125E+00  0.45754567020050455596786859748613237E-01
0.36718663277819033059031799568716084E+00  0.47264176719318112318900058182338273E-01
0.41501644943934346818280692909983887E+00  0.48318612126840225940991936993760205E-01
0.46366869694744083247311775220710904E+00  0.48907716849965225966556659735202017E-01
0.51267483096419093085255942958776995E+00  0.49025816433969266552905017791267879E-01
0.56156289816296551759501571886592336E+00  0.48671772808860710075151702656363210E-01
0.60986208168157546832428123663694575E+00  0.47848995133038270819696482101121220E-01
0.65710723554047119416953148711789180E+00  0.46565406894157135631812466494695472E-01
0.70284336439720779117305965730840983E+00  0.44833369566756772297852759642080901E-01
0.74663000552292406111748381750013847E+00  0.42669563555439901340870477630387885E-01
0.78804547082646402863976025684415366E+00  0.40094827573262924232142379201893972E-01
0.82669090810900595345288339780734887E+00  0.37133958019435412354331767039626695E-01
0.86219414250344571148875352267695810E+00  0.33815470336786511789746413039256091E-01
0.89421326125287099088793369314646658E+00  0.30171324779855991317376907242496118E-01
0.92243990769280870178021736345931297E+00  0.26236619630786892294010592509143705E-01
0.94660225387304133770238539312133690E+00  0.22049256175664993148872026692239323E-01
0.96646762730102760351732443491901555E+00  0.17649584301657808942595328448138012E-01
0.98184478501522382767187626797544086E+00  0.13080062821786289972346699437517749E-01
0.99258593352575509733436753951835371E+00  0.83851947829233199990539415975226781E-02
0.99859004263699438103337964370375069E+00  0.36167028235993060133770136040223158E-02
